ticker,year,value,doc_id,table_id,row_idx,col_idx,raw_value,label,source_scale,source_id,computed_answer
GEE,2025,9490539932.0,GEE_financial_statements_2025_separate,2,21,4,9.490.539.932,- Nguyên giá,1.0,s1,57.14951253522662
GEE,2025,-7148669440.0,GEE_financial_statements_2025_separate,2,22,4,(7.148.669.440),- Giá trị hao mòn lũy kế,1.0,s2,
GEE,2025,17644588750.0,GEE_financial_statements_2025_separate,2,24,4,17.644.588.750,- Nguyên giá,1.0,s3,
GEE,2025,-8011819418.0,GEE_financial_statements_2025_separate,2,25,4,(8.011.819.418),- Giá trị hao mòn lũy kế,1.0,s4,
GEX,2025,97983124514.0,GEX_financial_statements_2025_separate,3,8,4,97.983.124.514,- Nguyên giá,1.0,s5,
GEX,2025,-40304826813.0,GEX_financial_statements_2025_separate,3,9,4,(40.304.826.813),- Giá trị hao mòn lũy kế,1.0,s6,
GEX,2025,6936563538.0,GEX_financial_statements_2025_separate,3,11,4,6.936.563.538,- Nguyên giá,1.0,s7,
GEX,2025,-1110025020.0,GEX_financial_statements_2025_separate,3,12,4,(1.110.025.020),- Giá trị hao mòn lũy kế,1.0,s8,
VGC,2025,4003424199446.0,VGC_financial_statements_2025_separate,6,6,4,4.003.424.199.446,1.,1.0,s9,
VGC,2025,-2692553107516.0,VGC_financial_statements_2025_separate,6,7,4,(2.692.553.107.516),1.,1.0,s10,
VGC,2025,1524249182.0,VGC_financial_statements_2025_separate,6,9,4,1.524.249.182,2.,1.0,s11,
VGC,2025,177058165646.0,VGC_financial_statements_2025_separate,6,12,4,177.058.165.646,3.,1.0,s12,
VGC,2025,-46006504368.0,VGC_financial_statements_2025_separate,6,13,4,(46.006.504.368),3.,1.0,s13,
SAM,2025,16867945035.0,SAM_financial_statements_2025_separate,4,22,3,16.867.945.035,- Nguyên giá,1.0,s14,
SAM,2025,-15168351394.0,SAM_financial_statements_2025_separate,4,23,3,(15.168.351.394),- Giá trị hao mòn lũy kế,1.0,s15,
SAM,2025,697830000.0,SAM_financial_statements_2025_separate,4,25,3,697.830.000,- Nguyên giá,1.0,s16,
SAM,2025,-697830000.0,SAM_financial_statements_2025_separate,4,26,3,(697.830.000),- Giá trị hao mòn lũy kế,1.0,s17,
PC1,2025,2887974978217.0,PC1_financial_statements_2025_separate,2,6,3,2.887.974.978.217,- Nguyên giá,1.0,s18,
PC1,2025,-1001599075979.0,PC1_financial_statements_2025_separate,2,7,3,(1.001.599.075.979),- Giá trị hao mòn lũy kế,1.0,s19,
PC1,2025,11825866600.0,PC1_financial_statements_2025_separate,2,9,3,11.825.866.600,- Nguyên giá,1.0,s20,
PC1,2025,-1603465229.0,PC1_financial_statements_2025_separate,2,10,3,(1.603.465.229),- Giá trị hao mòn lũy kế,1.0,s21,
