value,doc_id,table_id,row_idx,col_idx,label,raw,ticker,year,raw_column,source_id,computed_answer
9525462000000.0,MSN_financial_statements_2024_consolidated,8,19,3,Lưu chuyển tiền thuần từ hoạt động kinh doanh,9.525.462,MSN,2024,cfo,s1,23.21392333971657
1369570000000.0,MSN_financial_statements_2025_consolidated,8,18,3,Lưu chuyển tiền thuần từ hoạt động kinh doanh,1.369.570,MSN,2025,cfo,s2,
9227283460294.0,MCH_financial_statements_2024_consolidated,11,20,2,Lưu chuyển tiền thuần từ hoạt động kinh doanh,9.227.283.460.294,MCH,2024,cfo,s3,
2132330611639.0,MCH_financial_statements_2025_consolidated,14,20,2,Lưu chuyển tiền thuần từ hoạt động kinh doanh,2.132.330.611.639,MCH,2025,cfo,s4,
1125820977761.0,DBC_financial_statements_2024_consolidated,9,16,3,Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động kinh doanh,1.125.820.977.761,DBC,2024,cfo,s5,
1292366415767.0,DBC_financial_statements_2025_consolidated,9,17,3,Lưu chuyển tiền thuần từ hoạt động kinh doanh,1.292.366.415.767,DBC,2025,cfo,s6,
-968840658331.0,ASM_financial_statements_2024_consolidated,15,20,3,Lưu chuyển tiền thuần từ hoạt động kinh doanh,(968.840.658.331),ASM,2024,cfo,s7,
-328600293906.0,ASM_financial_statements_2025_consolidated,15,20,3,Lưu chuyển tiền thuần từ hoạt động kinh doanh,(328.600.293.906),ASM,2025,cfo,s8,
253214642740.0,OGC_financial_statements_2024_consolidated,8,17,3,Lưu chuyển tiền thuần từ hoạt động kinh doanh,253.214.642.740,OGC,2024,cfo,s9,
183990740992.0,OGC_financial_statements_2025_consolidated,6,18,3,Lưu chuyển tiền thuần từ hoạt động kinh doanh,183.990.740.992,OGC,2025,cfo,s10,
83177720000000.0,MSN_financial_statements_2024_consolidated,6,3,3,Doanh thu thuần,83.177.720,MSN,2024,net_revenue,s11,
81621329000000.0,MSN_financial_statements_2025_consolidated,6,3,3,Doanh thu thuần,81.621.329,MSN,2025,net_revenue,s12,
30897225625237.0,MCH_financial_statements_2024_consolidated,9,3,3,Doanh thu thuần bán hàng và cung cấp dịch vụ (10 = 01 - 02),30.897.225.625.237,MCH,2024,net_revenue,s13,
30556536605941.0,MCH_financial_statements_2025_consolidated,12,3,3,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),30.556.536.605.941,MCH,2025,net_revenue,s14,
13573523231898.0,DBC_financial_statements_2024_consolidated,8,3,3,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,13.573.523.231.898,DBC,2024,net_revenue,s15,
14897670454474.0,DBC_financial_statements_2025_consolidated,8,3,3,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,14.897.670.454.474,DBC,2025,net_revenue,s16,
12013117890000.0,ASM_financial_statements_2024_consolidated,14,3,3,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,12.013.117.890.000,ASM,2024,net_revenue,s17,
11317468565654.0,ASM_financial_statements_2025_consolidated,14,3,3,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,11.317.468.565.654,ASM,2025,net_revenue,s18,
1006899164283.0,OGC_financial_statements_2024_consolidated,7,3,4,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01-02),1.006.899.164.283,OGC,2024,net_revenue,s19,
1141407619111.0,OGC_financial_statements_2025_consolidated,5,3,4,Doanh thu thuần về bán hàng và cung cấp dịch vụ(10 = 01-02),1.141.407.619.111,OGC,2025,net_revenue,s20,
24655738000000.0,MSN_financial_statements_2024_consolidated,6,5,3,Lợi nhuận gộp,24.655.738,MSN,2024,gross_profit,s21,
4272384000000.0,MSN_financial_statements_2024_consolidated,6,19,3,Lợi nhuận thuần sau thuế,4.272.384,MSN,2024,npat,s22,
25580610000000.0,MSN_financial_statements_2025_consolidated,6,5,3,Lợi nhuận gộp,25.580.610,MSN,2025,gross_profit,s23,
