value,doc_id,table_id,row_idx,col_idx,label,raw,ticker,year,raw_column,source_id,computed_answer
55836458379759.0,HPG_financial_statements_2018_consolidated,6,3,3,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),55.836.458.379.759,HPG,2018,net_revenue,s1,9.036618300654403
11670832231074.0,HPG_financial_statements_2018_consolidated,6,5,3,Lợi nhuận gộp (20 = 10 - 11),11.670.832.231.074,HPG,2018,gross_profit,s2,
63658192673791.0,HPG_financial_statements_2019_consolidated,6,3,3,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),63.658.192.673.791,HPG,2019,net_revenue,s3,
11185372222137.0,HPG_financial_statements_2019_consolidated,6,5,3,Lợi nhuận gộp (20 = 10 - 11),11.185.372.222.137,HPG,2019,gross_profit,s4,
90118503426717.0,HPG_financial_statements_2020_consolidated,6,3,3,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),90.118.503.426.717,HPG,2020,net_revenue,s5,
18904049904154.0,HPG_financial_statements_2020_consolidated,6,5,3,Lợi nhuận gộp (20 = 10 - 11),18.904.049.904.154,HPG,2020,gross_profit,s6,
149679789979345.0,HPG_financial_statements_2021_consolidated,6,3,3,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),149.679.789.979.345,HPG,2021,net_revenue,s7,
41108409532992.0,HPG_financial_statements_2021_consolidated,6,5,3,Lợi nhuận gộp (20 = 10 - 11),41.108.409.532.992,HPG,2021,gross_profit,s8,
141409274460632.0,HPG_financial_statements_2022_consolidated,6,3,3,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),141.409.274.460.632,HPG,2022,net_revenue,s9,
16763426239552.0,HPG_financial_statements_2022_consolidated,6,5,3,Lợi nhuận gộp (20 = 10 - 11),16.763.426.239.552,HPG,2022,gross_profit,s10,
118953027893654.0,HPG_financial_statements_2023_consolidated,5,3,3,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),118.953.027.893.654,HPG,2023,net_revenue,s11,
12937840695572.0,HPG_financial_statements_2023_consolidated,5,5,3,Lợi nhuận gộp (20 = 10 - 11),12.937.840.695.572,HPG,2023,gross_profit,s12,
138855112131387.0,HPG_financial_statements_2024_consolidated,7,3,3,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),138.855.112.131.387,HPG,2024,net_revenue,s13,
18497549127684.0,HPG_financial_statements_2024_consolidated,7,5,3,Lợi nhuận gộp (20 = 10 - 11),18.497.549.127.684,HPG,2024,gross_profit,s14,
7642344150731.0,HPG_financial_statements_2018_consolidated,8,19,3,Lưu chuyển tiền thuần từ hoạt động kinh doanh,7.642.344.150.731,HPG,2018,cfo,s15,
7715168694116.0,HPG_financial_statements_2019_consolidated,8,20,3,Lưu chuyển tiền thuần từ hoạt động kinh doanh,7.715.168.694.116,HPG,2019,cfo,s16,
11587249912974.0,HPG_financial_statements_2020_consolidated,8,20,3,Lưu chuyển tiền thuần từ hoạt động kinh doanh,11.587.249.912.974,HPG,2020,cfo,s17,
26720913303108.0,HPG_financial_statements_2021_consolidated,8,18,3,Lưu chuyển tiền thuần từ hoạt động kinh doanh,26.720.913.303.108,HPG,2021,cfo,s18,
12277636676507.0,HPG_financial_statements_2022_consolidated,8,20,3,Lưu chuyển tiền thuần từ hoạt động kinh doanh,12.277.636.676.507,HPG,2022,cfo,s19,
8643030777026.0,HPG_financial_statements_2023_consolidated,7,18,3,Lưu chuyển tiền thuần từ hoạt động kinh doanh,8.643.030.777.026,HPG,2023,cfo,s20,
6608320655215.0,HPG_financial_statements_2024_consolidated,9,21,3,Lưu chuyển tiền thuần từ hoạt động kinh doanh,6.608.320.655.215,HPG,2024,cfo,s21,
8014756586048.0,HPG_financial_statements_2017_consolidated,6,19,3,Lợi nhuận sau thuế TNDN (mang sang trang sau) (60 = 50 - 51 - 52),8.014.756.586.048,HPG,2017,npat,s22,
32397580211910.0,HPG_financial_statements_2017_consolidated,5,20,3,VỐN CHỦ SỞ HỮU (400 = 410),32.397.580.211.910,HPG,2017,equity,s23,
8600550706227.0,HPG_financial_statements_2018_consolidated,6,19,3,Lợi nhuận sau thuế TNDN (mang sang trang sau) (60 = 50 - 51 - 52),8.600.550.706.227,HPG,2018,npat,s24,
40622949840810.0,HPG_financial_statements_2018_consolidated,5,21,3,VỐN CHỦ SỞ HỮU (400 = 410),40.622.949.840.810,HPG,2018,equity,s25,
7578248236229.0,HPG_financial_statements_2019_consolidated,6,19,3,Lợi nhuận sau thuế TNDN (mang sang trang sau) (60 = 50 - 51 - 52),7.578.248.236.229,HPG,2019,npat,s26,
47786636143695.0,HPG_financial_statements_2019_consolidated,5,1,3,VỐN CHỦ SỞ HỮU (400 = 410),47.786.636.143.695,HPG,2019,equity,s27,
13506164056907.0,HPG_financial_statements_2020_consolidated,6,19,3,Lợi nhuận sau thuế TNDN (mang sang trang sau) (60 = 50 - 51 - 52),13.506.164.056.907,HPG,2020,npat,s28,
59219786306111.0,HPG_financial_statements_2020_consolidated,5,1,3,VỐN CHỦ SỞ HỮU (400 = 410),59.219.786.306.111,HPG,2020,equity,s29,
34520954931298.0,HPG_financial_statements_2021_consolidated,6,19,3,Lợi nhuận sau thuế TNDN (mang sang trang sau) (60 = 50 - 51 - 52),34.520.954.931.298,HPG,2021,npat,s30,
90780625511439.0,HPG_financial_statements_2021_consolidated,5,1,3,VỐN CHỦ SỞ HỮU (400 = 410),90.780.625.511.439,HPG,2021,equity,s31,
8444429054516.0,HPG_financial_statements_2022_consolidated,6,19,3,Lợi nhuận sau thuế TNDN (mang sang trang sau) (60 = 50 - 51 - 52),8.444.429.054.516,HPG,2022,npat,s32,
96112939615783.0,HPG_financial_statements_2022_consolidated,5,1,3,VỐN CHỦ SỞ HỮU (400 = 410),96.112.939.615.783,HPG,2022,equity,s33,
6800388315081.0,HPG_financial_statements_2023_consolidated,5,19,3,Lợi nhuận sau thuế TNDN (mang sang trang sau) (60 = 50 - 51 - 52),6.800.388.315.081,HPG,2023,npat,s34,
102836419239379.0,HPG_financial_statements_2023_consolidated,4,1,3,VỐN CHỦ SỞ HỮU (400 = 410),102.836.419.239.379,HPG,2023,equity,s35,
12020023621271.0,HPG_financial_statements_2024_consolidated,7,18,3,Lợi nhuận sau thuế TNDN (mang sang trang sau) (60 = 50 - 51 - 52),12.020.023.621.271,HPG,2024,npat,s36,
114647457983699.0,HPG_financial_statements_2024_consolidated,6,1,3,VỐN CHỦ SỞ HỮU (400 = 410),114.647.457.983.699,HPG,2024,equity,s37,
