ticker,year,value,doc_id,table_id,row_idx,col_idx,raw_value,label,source_scale,source_id,computed_answer
ACB,2017,-1744010000000.0,ACB_financial_statements_2017_separate,1,15,3,(1.744.010),Dự phòng rủi ro cho vay khách hàng,1000000.0,s1,206.2367572713308
ACB,2017,314038000000.0,ACB_financial_statements_2017_separate,28,3,1,314.038,Nhóm 3 - Nợ dưới tiêu chuẩn,1000000.0,s2,
ACB,2017,275371000000.0,ACB_financial_statements_2017_separate,28,4,1,275.371,Nhóm 4 - Nợ nghi ngờ,1000000.0,s3,
ACB,2017,782874000000.0,ACB_financial_statements_2017_separate,28,5,1,782.874,Nhóm 5 - Nợ có khả năng mất vốn,1000000.0,s4,
ACB,2020,-2820771000000.0,ACB_financial_statements_2020_separate,2,15,3,(2.820.771),Dự phòng rủi ro cho vay khách hàng,1000000.0,s5,
ACB,2020,211975000000.0,ACB_financial_statements_2020_separate,29,3,1,211.975,Nhóm 3 - Nợ dưới tiêu chuẩn,1000000.0,s6,
ACB,2020,405975000000.0,ACB_financial_statements_2020_separate,29,4,1,405.975,Nhóm 4 - Nợ nghi ngờ,1000000.0,s7,
ACB,2020,1212078000000.0,ACB_financial_statements_2020_separate,29,5,1,1.212.078,Nhóm 5 - Nợ có khả năng mất vốn,1000000.0,s8,
ACB,2021,-5719399000000.0,ACB_financial_statements_2021_separate,2,14,3,(5.719.399),Dự phòng rủi ro cho vay khách hàng,1000000.0,s9,
ACB,2021,533281000000.0,ACB_financial_statements_2021_separate,30,3,1,533.281,Nhóm 3 - Nợ dưới tiêu chuẩn,1000000.0,s10,
ACB,2021,869171000000.0,ACB_financial_statements_2021_separate,30,4,1,869.171,Nhóm 4 - Nợ nghi ngờ,1000000.0,s11,
ACB,2021,1370768000000.0,ACB_financial_statements_2021_separate,30,5,1,1.370.768,Nhóm 5 - Nợ có khả năng mất vốn,1000000.0,s12,
ACB,2022,-4711430000000.0,ACB_financial_statements_2022_separate,2,15,3,(4.711.430),Dự phòng rủi ro cho vay khách hàng,1000000.0,s13,
ACB,2022,441556000000.0,ACB_financial_statements_2022_separate,32,3,1,441.556,Nhóm 3 - Nợ dưới tiêu chuẩn,1000000.0,s14,
ACB,2022,435594000000.0,ACB_financial_statements_2022_separate,32,4,1,435.594,Nhóm 4 - Nợ nghi ngờ,1000000.0,s15,
ACB,2022,2156134000000.0,ACB_financial_statements_2022_separate,32,5,1,2.156.134,Nhóm 5 - Nợ có khả năng mất vốn,1000000.0,s16,
ACB,2024,-6587094000000.0,ACB_financial_statements_2024_separate,2,14,3,(6.587.094),Dự phòng rủi ro cho vay khách hàng,1000000.0,s17,
ACB,2024,917308000000.0,ACB_financial_statements_2024_separate,29,3,1,917.308,Nhóm 3 - Nợ dưới tiêu chuẩn,1000000.0,s18,
ACB,2024,962977000000.0,ACB_financial_statements_2024_separate,29,4,1,962.977,Nhóm 4 - Nợ nghi ngờ,1000000.0,s19,
ACB,2024,6735014000000.0,ACB_financial_statements_2024_separate,29,5,1,6.735.014,Nhóm 5 - Nợ cỏ khả năng mất vốn,1000000.0,s20,
