ticker,year,value,doc_id,table_id,row_idx,col_idx,raw_value,label,source_scale,source_id,computed_answer
SAB,2023,49197000.0,SAB_financial_statements_2023_separate,23,2,1,49.197.000,BeerCo Limited,1.0,s1,108.609568077
SAB,2023,83899348477.0,SAB_financial_statements_2023_separate,23,4,1,83.899.348.477,Công ty TNHH Một Thành Viên Thương mại Bia Sài Gòn,1.0,s2,
SAB,2023,76430448702.0,SAB_financial_statements_2023_separate,23,5,1,76.430.448.702,Công ty TNHH Một Thành Viên Tập Đoàn Bia Sài Gòn,1.0,s3,
SAB,2023,9654224262.0,SAB_financial_statements_2023_separate,23,6,1,9.654.224.262,Công ty Cổ phần Bia Sài Gòn - Hà Nội,1.0,s4,
SAB,2023,3680497324.0,SAB_financial_statements_2023_separate,23,7,1,3.680.497.324,Công ty Cổ phần Nước Giải Khát Chương Dương,1.0,s5,
SAB,2023,3598810351.0,SAB_financial_statements_2023_separate,23,8,1,3.598.810.351,Công ty TNHH Một Thành Viên Bia Sài Gòn - Hà Tĩnh,1.0,s6,
SAB,2023,3000000000.0,SAB_financial_statements_2023_separate,23,9,1,3.000.000.000,Công ty Cổ phần Rượu Bình Tây,1.0,s7,
SAB,2023,1141524390.0,SAB_financial_statements_2023_separate,23,10,1,1.141.524.390,Công ty TNHH Một Thành Viên Cơ khí Sa Be Co,1.0,s8,
SAB,2023,631706174.0,SAB_financial_statements_2023_separate,23,11,1,631.706.174,Công ty Cổ phần Bia Sài Gòn - Quảng Ngãi,1.0,s9,
SAB,2023,614266974.0,SAB_financial_statements_2023_separate,23,12,1,614.266.974,Công ty Cổ phần Bia Sài Gòn - Lâm Đồng,1.0,s10,
SAB,2023,334060169.0,SAB_financial_statements_2023_separate,23,13,1,334.060.169,Công ty Cổ phần Bia Sài Gòn - Sông Lam,1.0,s11,
SAB,2023,312960056.0,SAB_financial_statements_2023_separate,23,14,1,312.960.056,Công ty TNHH Một Thành Viên Bia Sài Gòn Sóc Trăng,1.0,s12,
SAB,2023,234267991.0,SAB_financial_statements_2023_separate,23,15,1,234.267.991,Công ty Cổ phần Bia Sài Gòn - Nghệ Tĩnh,1.0,s13,
SAB,2023,196942081.0,SAB_financial_statements_2023_separate,23,16,1,196.942.081,Công ty Cổ phần Bia Sài Gòn - Miền Tây,1.0,s14,
SAB,2023,118528934.0,SAB_financial_statements_2023_separate,23,17,1,118.528.934,"Công ty Cổ phần Bia, Rượu Sài Gòn - Đồng Xuân",1.0,s15,
SAB,2023,277230733543.0,SAB_financial_statements_2023_separate,23,19,1,277.230.733.543,Công ty TNHH Đầu tư Thương mại Tân Thành,1.0,s16,
SAB,2023,64200000000.0,SAB_financial_statements_2023_separate,23,20,1,64.200.000.000,Công ty TNHH Thủy tinh Malaya Việt Nam,1.0,s17,
SAB,2023,43802647026.0,SAB_financial_statements_2023_separate,23,21,1,43.802.647.026,Công ty TNHH Trung Tâm Mê Linh,1.0,s18,
