ticker,year,value,doc_id,table_id,row_idx,col_idx,raw_value,label,source_scale,source_id,computed_answer
SCR,2018,7277782332.0,SCR_financial_statements_2018_separate,23,4,1,7.277.782.332,Thương Tín,1.0,s1,1100.821132723
SCR,2018,1425000000.0,SCR_financial_statements_2018_separate,23,5,1,1.425.000.000,Công ty Cổ phần Thương Tín Tàu Cuốc,1.0,s2,
SCR,2018,182508548.0,SCR_financial_statements_2018_separate,23,6,1,182.508.548,Công ty TNHH Quản lý Dịch vụ Địa ốc Sài gòn Thương Tín,1.0,s3,
SCR,2018,181478882.0,SCR_financial_statements_2018_separate,23,7,1,181.478.882,Công ty TNHH MTV TTC Land Retail Management,1.0,s4,
SCR,2018,72523981814.0,SCR_financial_statements_2018_separate,23,10,1,72.523.981.814,Công ty Cổ phần May Tiến Phát,1.0,s5,
SCR,2018,26000000000.0,SCR_financial_statements_2018_separate,23,11,1,26.000.000.000,Công ty Cổ phần Du lịch Thành Thành Công - Lâm Đồng,1.0,s6,
SCR,2018,1010036878.0,SCR_financial_statements_2018_separate,23,12,1,1.010.036.878,Công ty Cổ phần Thành Thành Công - Biên Hòa,1.0,s7,
SCR,2018,159031174.0,SCR_financial_statements_2018_separate,23,13,1,159.031.174,Công ty TNHH Kỹ thuật Xây dựng Toàn Thịnh Phát,1.0,s8,
SCR,2018,592639108.0,SCR_financial_statements_2018_separate,23,14,1,592.639.108,Công ty TNHH Thương mại Đầu tư Thuận Thiên,1.0,s9,
SCR,2018,697828871.0,SCR_financial_statements_2018_separate,23,15,1,697.828.871,Công ty Cổ phần Toàn Hải Vân,1.0,s10,
SCR,2018,313354400.0,SCR_financial_statements_2018_separate,23,16,1,313.354.400,Công ty Cổ phần Du Lịch Thành Thành Công,1.0,s11,
SCR,2018,81885000000.0,SCR_financial_statements_2018_separate,24,3,1,81.885.000.000,- Công ty TNHH Đầu Tư Kinh Doanh Bất Động SảnHùng Anh Năm (là “Công ty Cổ phần Đầu Tư Pháttriển Bất Động Sản Hùng Anh Năm” trước ngày mua),1.0,s12,
SCR,2018,6000000000.0,SCR_financial_statements_2018_separate,24,4,1,6.000.000.000,- Công ty Cổ phần Đầu tư Phát triển Bất động sảnĐông Sài Gòn,1.0,s13,
SCR,2018,4000000000.0,SCR_financial_statements_2018_separate,24,5,1,4.000.000.000,- Công ty TNHH MTV Kinh doanh Dịch vụ Địa ốcSài Gòn Thương Tín,1.0,s14,
SCR,2018,917306000000.0,SCR_financial_statements_2018_separate,24,7,1,917.306.000.000,- Công ty Cổ phần May Tiến Phát,1.0,s15,
SCR,2018,88000000000.0,SCR_financial_statements_2018_separate,24,8,1,88.000.000.000,- Công ty Cổ phần Thành Thành Nam,1.0,s16,
SCR,2018,85700000000.0,SCR_financial_statements_2018_separate,24,9,1,85.700.000.000,- Công ty Cổ phần Đầu tư Bất động sản 66,1.0,s17,
SCR,2018,18094000000.0,SCR_financial_statements_2018_separate,24,10,1,18.094.000.000,- Công ty Cổ phần Toàn Hải Vân,1.0,s18,
SCR,2018,6525694445.0,SCR_financial_statements_2018_separate,24,11,1,6.525.694.445,- Công ty Cổ phần Đầu tư Kiến trúc Xây dựngToàn Thịnh Phát,1.0,s19,
SCR,2018,5100000000.0,SCR_financial_statements_2018_separate,24,12,1,5.100.000.000,- Công ty TNHH SX-XD-DV Hoa Đồng,1.0,s20,
DIG,2018,3327525677.0,DIG_financial_statements_2018_separate,55,10,3,3.327.525.677,,1.0,s21,
DIG,2018,191615951440.0,DIG_financial_statements_2018_separate,55,16,3,191.615.951.440,,1.0,s22,
DIG,2018,13323000000.0,DIG_financial_statements_2018_separate,56,2,3,13.323.000.000,Công ty Cổ phần Đầu tư Phát triển Xây dựng Khoáng Sản Miền Trung,1.0,s23,
DIG,2018,9594261666.0,DIG_financial_statements_2018_separate,57,2,3,9.594.261.666,Công ty Cổ phần Gạch men Anh em,1.0,s24,
DIG,2018,2860716265.0,DIG_financial_statements_2018_separate,57,3,3,2.860.716.265,Công ty Cổ phần Vật liệu Xây dựng DIC,1.0,s25,
DIG,2018,743304029.0,DIG_financial_statements_2018_separate,57,4,3,743.304.029,Công ty Cổ phần Đầu tư Phát triển Xây dựng Khoáng Sản Miền Trung,1.0,s26,
DIG,2018,430146119.0,DIG_financial_statements_2018_separate,57,5,3,430.146.119,Công ty Cổ phần DIC Số 4,1.0,s27,
DIG,2018,153555286.0,DIG_financial_statements_2018_separate,57,6,3,153.555.286,Công ty Cổ phần Đầu tư Phát triển Xây dựng Du lịch Thể thao Vũng Tàu,1.0,s28,
DIG,2018,102666667.0,DIG_financial_statements_2018_separate,57,7,3,102.666.667,Công ty Cổ phần Đầu tư Phát triển Phương Nam,1.0,s29,
DIG,2018,2076580.0,DIG_financial_statements_2018_separate,57,8,3,2.076.580,Công ty Cổ phần Đầu tư Phát triển Xây dựng Hà Nam,1.0,s30,
