ticker,year,value,doc_id,table_id,row_idx,col_idx,raw_value,label,source_scale,source_id,computed_answer
HAG,2017,641674018000.0,HAG_financial_statements_2017_consolidated,100,8,3,641.674.018,TỔNG CỘNG,1000.0,s1,2017.0
HAG,2017,412870972000.0,HAG_financial_statements_2017_consolidated,102,5,3,412.870.972,TỔNG CỘNG,1000.0,s2,
HAG,2017,3754961320000.0,HAG_financial_statements_2017_consolidated,104,15,3,3.754.961.320,TỔNG CỘNG,1000.0,s3,
HAG,2017,558864605000.0,HAG_financial_statements_2017_consolidated,105,21,3,558.864.605,TỔNG CỘNG,1000.0,s4,
HAG,2017,7512960946000.0,HAG_financial_statements_2017_consolidated,107,10,3,7.512.960.946,TỔNG CỘNG,1000.0,s5,
HAG,2017,890477069000.0,HAG_financial_statements_2017_consolidated,109,6,3,890.477.069,TỔNG CỘNG,1000.0,s6,
HAG,2017,-324103992000.0,HAG_financial_statements_2017_consolidated,111,12,3,(324.103.992),TỔNG CỘNG,1000.0,s7,
HAG,2017,-2144930519000.0,HAG_financial_statements_2017_consolidated,113,5,3,(2.144.930.519),TỔNG CỘNG,1000.0,s8,
HAG,2017,-550077566000.0,HAG_financial_statements_2017_consolidated,113,9,3,(550.077.566),TỔNG CỘNG,1000.0,s9,
HAG,2017,-317914300000.0,HAG_financial_statements_2017_consolidated,113,14,3,(317.914.300),TỔNG CỘNG,1000.0,s10,
HAG,2018,307145551000.0,HAG_financial_statements_2018_consolidated,79,10,3,307.145.551,TỔNG CỘNG,1000.0,s11,
HAG,2018,33621109000.0,HAG_financial_statements_2018_consolidated,81,5,3,33.621.109,TỔNG CỘNG,1000.0,s12,
HAG,2018,633710952000.0,HAG_financial_statements_2018_consolidated,83,14,3,633.710.952,TỔNG CỘNG,1000.0,s13,
HAG,2018,457258949000.0,HAG_financial_statements_2018_consolidated,84,17,3,457.258.949,TỔNG CỘNG,1000.0,s14,
HAG,2018,6130524711000.0,HAG_financial_statements_2018_consolidated,87,6,3,6.130.524.711,TỔNG CỘNG,1000.0,s15,
HAG,2018,329540303000.0,HAG_financial_statements_2018_consolidated,89,6,3,329.540.303,TỔNG CỘNG,1000.0,s16,
HAG,2018,37850378000.0,HAG_financial_statements_2018_consolidated,91,9,3,37.850.378,TỔNG CỘNG,1000.0,s17,
HAG,2018,202914128000.0,HAG_financial_statements_2018_consolidated,94,11,3,202.914.128,TỔNG CỘNG,1000.0,s18,
HAG,2018,844725774000.0,HAG_financial_statements_2018_consolidated,94,19,3,844.725.774,TỔNG CỘNG,1000.0,s19,
HAG,2018,4001707000.0,HAG_financial_statements_2018_consolidated,95,2,3,4.001.707,Ông Đoàn Nguyên Đức,1000.0,s20,
HAG,2018,2389416000.0,HAG_financial_statements_2018_consolidated,95,4,3,2.389.416,Ông Đoàn Nguyên Đức,1000.0,s21,
HAG,2018,612995000000.0,HAG_financial_statements_2018_consolidated,95,10,3,612.995.000,TỔNG CỘNG,1000.0,s22,
HAG,2018,129709600000.0,HAG_financial_statements_2018_consolidated,95,12,3,129.709.600,Ông Đoàn Nguyên Đức,1000.0,s23,
HAG,2019,99460182000.0,HAG_financial_statements_2019_consolidated,66,8,3,99.460.182,TỔNG CỘNG,1000.0,s24,
HAG,2019,2299803000.0,HAG_financial_statements_2019_consolidated,68,4,3,2.299.803,TỔNG CỘNG,1000.0,s25,
HAG,2019,2052173055000.0,HAG_financial_statements_2019_consolidated,70,9,3,2.052.173.055,TỔNG CỘNG,1000.0,s26,
HAG,2019,268744714000.0,HAG_financial_statements_2019_consolidated,72,7,3,268.744.714,TỔNG CỘNG,1000.0,s27,
HAG,2019,7453259203000.0,HAG_financial_statements_2019_consolidated,74,6,3,7.453.259.203,TỔNG CỘNG,1000.0,s28,
HAG,2019,734688234000.0,HAG_financial_statements_2019_consolidated,76,4,3,734.688.234,TỔNG CỘNG,1000.0,s29,
HAG,2019,75636870000.0,HAG_financial_statements_2019_consolidated,78,8,3,75.636.870,TỔNG CỘNG,1000.0,s30,
HAG,2019,275123017000.0,HAG_financial_statements_2019_consolidated,79,15,3,275.123.017,TỔNG CỘNG,1000.0,s31,
HAG,2019,285000000000.0,HAG_financial_statements_2019_consolidated,80,8,3,285.000.000,TỔNG CỘNG,1000.0,s32,
