value,doc_id,table_id,row_idx,col_idx,label,raw,ticker,year,raw_column,source_id,computed_answer
125687870000000.0,VIC_financial_statements_2021_consolidated,8,3,3,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,125.687.870,VIC,2021,net_revenue,s1,1.4485569610951583
101793582000000.0,VIC_financial_statements_2022_consolidated,8,3,3,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,101.793.582,VIC,2022,net_revenue,s2,
161427568000000.0,VIC_financial_statements_2023_consolidated,10,3,3,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,161.427.568,VIC,2023,net_revenue,s3,
189068040000000.0,VIC_financial_statements_2024_consolidated,8,3,3,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,189.068.040,VIC,2024,net_revenue,s4,
428384465000000.0,VIC_financial_statements_2021_consolidated,5,27,3,TỔNG CỘNG TÀI SẢN,428.384.465,VIC,2021,total_assets,s5,
577407240000000.0,VIC_financial_statements_2022_consolidated,5,28,3,TỔNG CỘNG TÀI SẢN,577.407.240,VIC,2022,total_assets,s6,
667655767000000.0,VIC_financial_statements_2023_consolidated,7,31,3,TỔNG CỘNG TÀI SẢN,667.655.767,VIC,2023,total_assets,s7,
836603903000000.0,VIC_financial_statements_2024_consolidated,5,31,3,TỔNG CỘNG TÀI SẢN,836.603.903,VIC,2024,total_assets,s8,
-7558164000000.0,VIC_financial_statements_2021_consolidated,8,19,3,18. (Lỗ)/lợi nhuận sau thuế TNDN,(7.558.164),VIC,2021,npat,s9,
159571866000000.0,VIC_financial_statements_2021_consolidated,7,1,3,D. VỐN CHỦ SỞ HỮU,159.571.866,VIC,2021,equity,s10,
2044344000000.0,VIC_financial_statements_2022_consolidated,8,19,3,18. Lợi nhuận/(lỗ) sau thuế TNDN,2.044.344,VIC,2022,npat,s11,
135655449000000.0,VIC_financial_statements_2022_consolidated,7,1,3,D. VỐN CHỦ SỞ HỮU,135.655.449,VIC,2022,equity,s12,
2056061000000.0,VIC_financial_statements_2023_consolidated,10,19,3,18. Lợi nhuận sau thuế TNDN,2.056.061,VIC,2023,npat,s13,
148221686000000.0,VIC_financial_statements_2023_consolidated,9,1,3,D. VỐN CHỦ SỞ HỮU,148.221.686,VIC,2023,equity,s14,
5276058000000.0,VIC_financial_statements_2024_consolidated,8,19,3,18. Lợi nhuận sau thuế TNDN,5.276.058,VIC,2024,npat,s15,
153834481000000.0,VIC_financial_statements_2024_consolidated,7,1,3,D. VỐN CHỦ SỞ HỮU,153.834.481,VIC,2024,equity,s16,
