value,doc_id,table_id,row_idx,col_idx,label,raw,ticker,year,raw_column,source_id,computed_answer
40695103265507.0,ACV_financial_statements_2024_consolidated,4,1,3,TÀI SẢN NGĂN HẠN,40.695.103.265.507,ACV,2024,current_assets,s1,35.221510570879104
7634011569929.0,ACV_financial_statements_2024_consolidated,5,2,3,Nợ ngắn hạn,7.634.011.569.929,ACV,2024,current_liabilities,s2,
1513597804072.0,DLG_financial_statements_2024_consolidated,6,1,3,TÀI SẢN NGẮN HẠN,1.513.597.804.072,DLG,2024,current_assets,s3,
2093435831695.0,DLG_financial_statements_2024_consolidated,7,2,3,Nợ ngắn hạn,2.093.435.831.695,DLG,2024,current_liabilities,s4,
1282949495901.0,HHV_financial_statements_2024_consolidated,8,2,3,TÀI SẢN NGẮN HẠN,1.282.949.495.901,HHV,2024,current_assets,s5,
3678947981964.0,HHV_financial_statements_2024_consolidated,10,3,3,Nợ ngắn hạn,3.678.947.981.964,HHV,2024,current_liabilities,s6,
1811557308602.0,VSC_financial_statements_2024_consolidated,3,2,3,TÀI SẢN NGĂN HẠN,1.811.557.308.602,VSC,2024,current_assets,s7,
715021123705.0,VSC_financial_statements_2024_consolidated,4,3,3,Nợ ngắn hạn,715.021.123.705,VSC,2024,current_liabilities,s8,
22596600942144.0,ACV_financial_statements_2024_consolidated,6,3,3,Doanh thu thuần bán hàng và cung cấp dịch vụ,22.596.600.942.144,ACV,2024,net_revenue,s9,
13873143994301.0,ACV_financial_statements_2024_consolidated,6,5,3,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,13.873.143.994.301,ACV,2024,gross_profit,s10,
1058721888509.0,DLG_financial_statements_2024_consolidated,8,3,3,Doanh thu thuần bán hàng và cung cấp dịch vụ,1.058.721.888.509,DLG,2024,net_revenue,s11,
316577926122.0,DLG_financial_statements_2024_consolidated,8,5,3,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,316.577.926.122,DLG,2024,gross_profit,s12,
3308251591277.0,HHV_financial_statements_2024_consolidated,12,4,3,Doanh thu thuần về bán hàng và cung cấp dịch vụ,3.308.251.591.277,HHV,2024,net_revenue,s13,
1341202392342.0,HHV_financial_statements_2024_consolidated,12,6,3,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,1.341.202.392.342,HHV,2024,gross_profit,s14,
2787912700840.0,VSC_financial_statements_2024_consolidated,5,4,3,Doanh thu thuần về cung cấp dịch vụ,2.787.912.700.840,VSC,2024,net_revenue,s15,
843460841568.0,VSC_financial_statements_2024_consolidated,5,6,3,Lợi nhuận gộp về cung cấp dịch vụ,843.460.841.568,VSC,2024,gross_profit,s16,
