value,doc_id,table_id,row_idx,col_idx,label,raw,ticker,year,raw_column,source_id,computed_answer
4423745217598.0,FPT_financial_statements_2020_consolidated,7,19,3,18. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),4.423.745.217.598,FPT,2020,npat,s1,4.494545454545454
18605667400728.0,FPT_financial_statements_2020_consolidated,6,1,3,D. VỐN CHỦ SỞ HỮU,18.605.667.400.728,FPT,2020,equity,s2,
5349301099496.0,FPT_financial_statements_2021_consolidated,9,20,3,Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52)Phân bổ cho:,5.349.301.099.496,FPT,2021,npat,s3,
21417985230037.0,FPT_financial_statements_2021_consolidated,8,2,3,VỐN CHỦ SỞ HỮU,21.417.985.230.037,FPT,2021,equity,s4,
6491343454469.0,FPT_financial_statements_2022_consolidated,21,20,3,Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52) Phân bổ cho:,6.491.343.454.469,FPT,2022,npat,s5,
25356124687812.0,FPT_financial_statements_2022_consolidated,20,2,3,VỐN CHỦ SỞ HỮU,25.356.124.687.812,FPT,2022,equity,s6,
7788049739616.0,FPT_financial_statements_2023_consolidated,9,20,3,Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52),7.788.049.739.616,FPT,2023,npat,s7,
29933011216233.0,FPT_financial_statements_2023_consolidated,8,2,3,VỐN CHỦ SỞ HỮU,29.933.011.216.233,FPT,2023,equity,s8,
9427422530444.0,FPT_financial_statements_2024_consolidated,9,20,3,Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52),9.427.422.530.444,FPT,2024,npat,s9,
35727540104800.0,FPT_financial_statements_2024_consolidated,8,2,3,VỐN CHỦ SỞ HỮU,35.727.540.104.800,FPT,2024,equity,s10,
4944.0,FPT_financial_statements_2024_consolidated,9,24,3,Lãi cơ bản trên cổ phiếu,4.944,FPT,2024,basic_eps,s11,
