ticker,year,value,doc_id,table_id,row_idx,col_idx,raw_value,label,source_scale,source_id,computed_answer
MSR,2023,27623650.0,MSR_financial_statements_2023_consolidated,51,2,1,27.623.650,USD,1.0,s1,9.501757928172756
MSR,2023,5043070.0,MSR_financial_statements_2023_consolidated,51,3,1,5.043.070,EUR,1.0,s2,
MSR,2023,272215588.0,MSR_financial_statements_2023_consolidated,51,4,1,272.215.588,JPY,1.0,s3,
MSR,2023,7473826.0,MSR_financial_statements_2023_consolidated,51,5,1,7.473.826,CNY,1.0,s4,
MSR,2023,1810973.0,MSR_financial_statements_2023_consolidated,51,6,1,1.810.973,CAD,1.0,s5,
MSR,2023,3606.0,MSR_financial_statements_2023_consolidated,51,7,1,3.606,AUD,1.0,s6,
GVR,2023,30359359.0,GVR_financial_statements_2023_consolidated,77,6,1,30.359.359,- Ngoại tệ USD,1.0,s7,
GVR,2023,1022.0,GVR_financial_statements_2023_consolidated,77,7,1,1.022,- Ngoại tệ EUR,1.0,s8,
GVR,2023,485765.0,GVR_financial_statements_2023_consolidated,77,8,1,485.765,- Ngoại tệ LAK,1.0,s9,
GVR,2023,999738501.0,GVR_financial_statements_2023_consolidated,77,9,1,999.738.501,- Ngoại tệ KHR,1.0,s10,
GVR,2023,240309.0,GVR_financial_statements_2023_consolidated,77,10,1,240.309,- Ngoại tệ khác,1.0,s11,
AAA,2023,43589612.0,AAA_financial_statements_2023_consolidated,91,2,1,43.589.612,- Đô la Mỹ (USD),1.0,s12,
AAA,2023,216294765.0,AAA_financial_statements_2023_consolidated,91,3,1,216.294.765,- Won Hàn Quốc (KRW),1.0,s13,
AAA,2023,31111.0,AAA_financial_statements_2023_consolidated,91,4,1,31.111,- Euro (EUR),1.0,s14,
AAA,2023,74.0,AAA_financial_statements_2023_consolidated,91,5,1,74,- Đồng bằng Anh (GPB),1.0,s15,
AAA,2023,36418.0,AAA_financial_statements_2023_consolidated,91,6,1,36.418,- Đô la Singapore (SGD),1.0,s16,
AAA,2023,11950.0,AAA_financial_statements_2023_consolidated,91,7,1,11.950,- Rúp Nga (RUB),1.0,s17,
