ticker,year,value,doc_id,table_id,row_idx,col_idx,raw_value,label,source_scale,source_id,computed_answer
HDG,2016,833991819.0,HDG_financial_statements_2016_separate,50,5,1,833.991.819,Bán hàng hóa và dịch vụ,1.0,s1,60.692451201
HDG,2016,798384545.0,HDG_financial_statements_2016_separate,50,14,1,798.384.545,Bán hàng hóa và dịch vụ,1.0,s2,
HDG,2016,600561818.0,HDG_financial_statements_2016_separate,50,21,1,600.561.818,Bán hàng hóa và dịch vụ,1.0,s3,
HDG,2016,951965683.0,HDG_financial_statements_2016_separate,50,27,1,951.965.683,Bán hàng hóa và dịch vụ,1.0,s4,
HDG,2016,342252220.0,HDG_financial_statements_2016_separate,51,11,1,342.252.220,Bán hàng hóa và dịch vụ,1.0,s5,
HDG,2016,699795299.0,HDG_financial_statements_2016_separate,51,14,1,699.795.299,Bán hàng hóa và dịch vụ,1.0,s6,
HDG,2016,2858809090.0,HDG_financial_statements_2016_separate,51,17,1,2.858.809.090,Bán hàng hóa và dịch vụ,1.0,s7,
HDG,2016,170181818.0,HDG_financial_statements_2016_separate,51,20,1,170.181.818,Bán hàng hóa và dịch vụ,1.0,s8,
HDG,2016,365280000.0,HDG_financial_statements_2016_separate,51,29,1,365.280.000,Bán hàng hóa và dịch vụ,1.0,s9,
HDG,2016,1080000000.0,HDG_financial_statements_2016_separate,52,2,1,1.080.000.000,Công ty Cổ phần Thương Mại Hà ĐôCung cấp dịch vụ,1.0,s10,
HDG,2017,5472198908.0,HDG_financial_statements_2017_separate,50,5,1,5.472.198.908,Bán hàng hóa và dịch vụ,1.0,s11,
HDG,2017,5852044207.0,HDG_financial_statements_2017_separate,50,12,1,5.852.044.207,Bán hàng hóa và dịch vụ,1.0,s12,
HDG,2017,692072727.0,HDG_financial_statements_2017_separate,51,4,1,692.072.727,Bán hàng hóa và dịch vụ,1.0,s13,
HDG,2017,5716798156.0,HDG_financial_statements_2017_separate,51,12,1,5.716.798.156,Bán hàng hóa và dịch vụ,1.0,s14,
HDG,2017,2111532096.0,HDG_financial_statements_2017_separate,51,29,1,2.111.532.096,Bán hàng hóa và dịch vụ,1.0,s15,
HDG,2017,3458375000.0,HDG_financial_statements_2017_separate,51,34,1,3.458.375.000,Bán hàng hóa và dịch vụ,1.0,s16,
HDG,2017,1306711855.0,HDG_financial_statements_2017_separate,52,5,1,1.306.711.855,Bán hàng hóa và dịch vụ,1.0,s17,
HDG,2017,6096164606.0,HDG_financial_statements_2017_separate,52,20,1,6.096.164.606,Bán hàng hóa và dịch vụ,1.0,s18,
HDG,2017,924000000.0,HDG_financial_statements_2017_separate,52,27,1,924.000.000,Cung cấp dịch vụ,1.0,s19,
HDG,2018,1010447675.0,HDG_financial_statements_2018_separate,59,6,1,1.010.447.675,Bán hàng hóa và dịch vụ,1.0,s20,
HDG,2018,703833745.0,HDG_financial_statements_2018_separate,59,13,1,703.833.745,Bán hàng hóa và dịch vụ,1.0,s21,
HDG,2018,610833295.0,HDG_financial_statements_2018_separate,59,26,1,610.833.295,Bán hàng hóa và dịch vụ,1.0,s22,
HDG,2018,24954545.0,HDG_financial_statements_2018_separate,59,31,1,24.954.545,Bán hàng hóa và dịch vụ,1.0,s23,
HDG,2018,107173400.0,HDG_financial_statements_2018_separate,60,5,1,107.173.400,Bán hàng hóa và dịch vụ,1.0,s24,
HDG,2018,3342693515.0,HDG_financial_statements_2018_separate,60,10,1,3.342.693.515,Bán hàng hóa và dịch vụ,1.0,s25,
HDG,2018,2494257773.0,HDG_financial_statements_2018_separate,60,19,1,2.494.257.773,Bán hàng hóa và dịch vụ,1.0,s26,
HDG,2018,761280000.0,HDG_financial_statements_2018_separate,61,6,1,761.280.000,Bán hàng hóa và dịch vụ,1.0,s27,
HDG,2019,816181537.0,HDG_financial_statements_2019_separate,51,6,1,816.181.537,Bán hàng hóa và dịch vụ cho công ty con,1.0,s28,
HDG,2019,816181537.0,HDG_financial_statements_2019_separate,51,16,1,816.181.537,Bán hàng hóa và dịch vụ cho công ty con,1.0,s29,
HDG,2019,3258469856.0,HDG_financial_statements_2019_separate,51,27,1,3.258.469.856,Bán hàng hóa và dịch vụ cho công ty con,1.0,s30,
HDG,2019,862592200.0,HDG_financial_statements_2019_separate,52,16,1,862.592.200,Bán hàng hóa và dịch vụ cho công ty con,1.0,s31,
HDG,2019,810090908.0,HDG_financial_statements_2019_separate,52,21,1,810.090.908,Bán hàng hóa và dịch vụ cho công ty con,1.0,s32,
HDG,2019,761280000.0,HDG_financial_statements_2019_separate,52,31,1,761.280.000,Bán hàng hóa và dịch vụ cho công ty con,1.0,s33,
HDG,2019,3981061368.0,HDG_financial_statements_2019_separate,52,38,1,3.981.061.368,Bán hàng hóa và dịch vụ cho công ty con,1.0,s34,
