ticker,year,value,doc_id,table_id,row_idx,col_idx,raw_value,label,source_scale,source_id,computed_answer
VRE,2019,201798000000.0,VRE_financial_statements_2019_separate,68,4,1,201.798,Cổ tức phải trả,1000000.0,s1,2019.0
VRE,2019,788582000000.0,VRE_financial_statements_2019_separate,68,6,1,788.582,Cổ tức phải trả,1000000.0,s2,
VRE,2019,323040000000.0,VRE_financial_statements_2019_separate,68,9,1,323.040,Mua hàng hóa và dịch vụ,1000000.0,s3,
VRE,2019,7200000000.0,VRE_financial_statements_2019_separate,68,10,1,7.200,"Lãi cho vay, lãi đặt cọc phải thu",1000000.0,s4,
VRE,2019,289495000000.0,VRE_financial_statements_2019_separate,68,12,1,289.495,Đặt cọc cho mục đích đầu tư,1000000.0,s5,
VRE,2019,796000000000.0,VRE_financial_statements_2019_separate,68,13,1,796.000,Thu hồi đặt cọc cho mục đích đầu tư,1000000.0,s6,
VRE,2019,449101000000.0,VRE_financial_statements_2019_separate,68,14,1,449.101,Cổ tức phải trả,1000000.0,s7,
VRE,2019,197413000000.0,VRE_financial_statements_2019_separate,68,17,1,197.413,Doanh thu cung cấp dịch vụ,1000000.0,s8,
VRE,2019,100250000000.0,VRE_financial_statements_2019_separate,68,18,1,100.250,Lãi cho vay phải thu,1000000.0,s9,
VRE,2019,305000000000.0,VRE_financial_statements_2019_separate,68,19,1,305.000,Cho vay,1000000.0,s10,
VRE,2019,1037293000000.0,VRE_financial_statements_2019_separate,68,20,1,1.037.293,Thu hồi gốc cho vay,1000000.0,s11,
VRE,2019,800000000000.0,VRE_financial_statements_2019_separate,68,21,1,800.000,Cổ tức được nhận,1000000.0,s12,
VRE,2019,750000000000.0,VRE_financial_statements_2019_separate,68,22,1,750.000,Đặt cọc mua trung tâm thương mại,1000000.0,s13,
VRE,2019,206603000000.0,VRE_financial_statements_2019_separate,68,24,1,206.603,Doanh thu cung cấp dịch vụ,1000000.0,s14,
VRE,2019,88699000000.0,VRE_financial_statements_2019_separate,68,25,1,88.699,Lãi cho vay phải thu,1000000.0,s15,
VRE,2019,1900000000000.0,VRE_financial_statements_2019_separate,68,28,1,1.900.000,Cổ tức được nhận,1000000.0,s16,
VRE,2019,380000000000.0,VRE_financial_statements_2019_separate,68,29,1,380.000,Trả cho chuyển nhượng đầu tư,1000000.0,s17,
