value,doc_id,table_id,row_idx,col_idx,label,raw,ticker,year,raw_column,source_id,computed_answer
81332531189780.0,BSR_financial_statements_2017_consolidated,4,3,3,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),81.332.531.189.780,BSR,2017,net_revenue,s1,0.9742880685125201
7672518844206.0,BSR_financial_statements_2017_consolidated,4,18,3,17. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),7.672.518.844.206,BSR,2017,npat,s2,
9102453132105.0,BSR_financial_statements_2017_consolidated,5,19,2,Lưu chuyển tiền thuần từ hoạt động kinh doanh,9.102.453.132.105,BSR,2017,cfo,s3,
153697056865818.0,PLX_financial_statements_2017_consolidated,5,3,3,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),153.697.056.865.818,PLX,2017,net_revenue,s4,
3911662700460.0,PLX_financial_statements_2017_consolidated,5,19,3,Lợi nhuận sau thuế TNDN(60 = 50 - 51 - 52)(chuyển sang trang sau),3.911.662.700.460,PLX,2017,npat,s5,
1776956026906.0,PLX_financial_statements_2017_consolidated,7,19,3,Lưu chuyển tiền thuần từ hoạt động kinh doanh,1.776.956.026.906,PLX,2017,cfo,s6,
6147640210071.0,PVT_financial_statements_2017_consolidated,6,3,3,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),6.147.640.210.071,PVT,2017,net_revenue,s7,
533686118831.0,PVT_financial_statements_2017_consolidated,6,19,3,18. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),533.686.118.831,PVT,2017,npat,s8,
745133369782.0,PVT_financial_statements_2017_consolidated,7,19,2,Lưu chuyển tiền thuần từ hoạt động kinh doanh,745.133.369.782,PVT,2017,cfo,s9,
28820989713462.0,BSR_financial_statements_2017_consolidated,3,1,4,NỘ PHẢI TRẢ,28.820.989.713.462,BSR,2017,liabilities,s10,
34439804735189.0,BSR_financial_statements_2017_consolidated,3,16,4,VỐN CHỦ SỞ HỮU,34.439.804.735.189,BSR,2017,equity,s11,
38385075927607.0,PLX_financial_statements_2017_consolidated,3,2,3,NỘ PHẢI TRẢ (300 = 310 + 330),38.385.075.927.607,PLX,2017,liabilities,s12,
23383985164952.0,PLX_financial_statements_2017_consolidated,4,1,3,VỐN CHỦ SỞ HỮU (400 = 410),23.383.985.164.952,PLX,2017,equity,s13,
4541840355753.0,PVT_financial_statements_2017_consolidated,5,1,3,C. NỘ PHẢI TRẢ,4.541.840.355.753,PVT,2017,liabilities,s14,
4661701710755.0,PVT_financial_statements_2017_consolidated,5,19,3,D. VỐN CHỦ SỞ HỮU,4.661.701.710.755,PVT,2017,equity,s15,
