value,doc_id,table_id,row_idx,col_idx,label,raw,source_type,source_id,computed_answer
165886101158.0,DIG_financial_statements_2023_consolidated,7,16,3,15. Tổng lợi nhuận kế toán trước thuế,165.886.101.158,PanelCell,s1,10.790187456534262
97694058059.0,DIG_financial_statements_2023_consolidated,7,8,3,Trong đó: Chi phí lãi vay,97.694.058.059,PanelCell,s2,
189027726773.0,HPX_financial_statements_2023_consolidated,7,16,4,Tổng lợi nhuận kế toán trước thuế (50 = 30+40+45),189.027.726.773,PanelCell,s3,
155475525477.0,HPX_financial_statements_2023_consolidated,7,8,4,Trong đó: Chi phí lãi vay,155.475.525.477,PanelCell,s4,
1657702220122.0,SNZ_financial_statements_2023_consolidated,9,16,3,15. Tổng lợi nhuận kế toán trước thuế,1.657.702.220.122,PanelCell,s5,
117308293891.0,SNZ_financial_statements_2023_consolidated,9,8,3,"Trong đó, chi phí lãi vay",117.308.293.891,PanelCell,s6,
1626889342475.0,SSH_financial_statements_2023_consolidated,6,16,4,Tổng lợi nhuận kế toán trước thuế (50=30+40),1.626.889.342.475,PanelCell,s7,
533011393378.0,SSH_financial_statements_2023_consolidated,6,8,4,- Trong đó: Chi phí lãi vay và lãi trái phiếu,533.011.393.378,PanelCell,s8,
5526087000000.0,VRE_financial_statements_2023_consolidated,7,15,3,Lợi nhuận kế toán trước thuế (50 = 30 + 40),5.526.087,PanelCell,s9,
330426000000.0,VRE_financial_statements_2023_consolidated,7,8,3,Trong đó: Chi phí lãi vay và chi phí phát hành,330.426,PanelCell,s10,
