value,doc_id,table_id,row_idx,col_idx,label,raw,ticker,year,raw_column,source_id,computed_answer
11246527040268.0,ASM_financial_statements_2022_consolidated,5,1,3,C. NỘ PHẢI TRẢ,11.246.527.040.268,ASM,2022,liabilities,s1,73.66362937227224
7839818224523.0,ASM_financial_statements_2022_consolidated,6,1,3,D. VỐN CHỦ SỞ HỮU,7.839.818.224.523,ASM,2022,equity,s2,
8332876258119.0,DBC_financial_statements_2022_consolidated,4,1,3,C. NỘ PHẢI TRẢ,8.332.876.258.119,DBC,2022,liabilities,s3,
4641227663231.0,DBC_financial_statements_2022_consolidated,4,14,3,D. VỐN CHỦ SỞ HỮU,4.641.227.663.231,DBC,2022,equity,s4,
11070997878366.0,MCH_financial_statements_2022_consolidated,3,2,3,NỘ PHẢI TRẢ (300 = 310 + 330),11.070.997.878.366,MCH,2022,liabilities,s5,
22445645207154.0,MCH_financial_statements_2022_consolidated,3,18,3,VỐN CHỦ SỞ HỮU (400 = 410),22.445.645.207.154,MCH,2022,equity,s6,
7722887142226.0,MML_financial_statements_2022_consolidated,8,2,3,NỘ PHẢI TRẢ (300 = 310 + 330),7.722.887.142.226,MML,2022,liabilities,s7,
5623501691317.0,MML_financial_statements_2022_consolidated,8,18,3,VỐN CHỦ SỞ HỮU (400 = 410),5.623.501.691.317,MML,2022,equity,s8,
4852659483056.0,MPC_financial_statements_2022_consolidated,9,2,3,NỘ PHẢI TRẢ (300 = 310 + 330),4.852.659.483.056,MPC,2022,liabilities,s9,
5785182083368.0,MPC_financial_statements_2022_consolidated,9,17,3,VỐN CHỦ SỞ HỮU (400 = 410),5.785.182.083.368,MPC,2022,equity,s10,
104706076000000.0,MSN_financial_statements_2022_consolidated,4,2,3,NỘ PHẢI TRẢ (300 = 310 + 330),104.706.076,MSN,2022,liabilities,s11,
36636739000000.0,MSN_financial_statements_2022_consolidated,5,1,3,VỐN CHỦ SỞ HỮU (400 = 410),36.636.739,MSN,2022,equity,s12,
1923408694333.0,OGC_financial_statements_2022_consolidated,6,1,3,C/ NỘ PHẢI TRẢ,1.923.408.694.333,OGC,2022,liabilities,s13,
1063504821569.0,OGC_financial_statements_2022_consolidated,6,19,3,D/ VỐN CHỦ SỞ HỮU,1.063.504.821.569,OGC,2022,equity,s14,
2801584764771.0,QNS_financial_statements_2022_consolidated,7,1,4,NỘ PHẢI TRẢ,2.801.584.764.771,QNS,2022,liabilities,s15,
7464879424244.0,QNS_financial_statements_2022_consolidated,7,15,4,VỐN CHỦ SỞ HỮ'U,7.464.879.424.244,QNS,2022,equity,s16,
15666145881135.0,VNM_financial_statements_2022_consolidated,8,2,3,NỘ PHẢI TRẢ (300 = 310 + 330),15.666.145.881.135,VNM,2022,liabilities,s17,
32816518355085.0,VNM_financial_statements_2022_consolidated,8,18,3,VỐN CHỦ SỞ HỮU (400 = 410),32.816.518.355.085,VNM,2022,equity,s18,
6072965949994.0,VSF_financial_statements_2022_consolidated,8,1,4,NỘ PHẢI TRẢ (300=310+330),6.072.965.949.994,VSF,2022,liabilities,s19,
2454093386452.0,VSF_financial_statements_2022_consolidated,8,19,4,VỐN CHỦ SỞ HỮU(400 = 410),2.454.093.386.452,VSF,2022,equity,s20,
962584745306.0,ASM_financial_statements_2022_consolidated,7,19,3,17. Lợi nhuận sau thuế thu nhập doanh nghiệp,962.584.745.306,ASM,2022,npat,s21,
5194587097.0,DBC_financial_statements_2022_consolidated,5,18,3,17. Lợi nhuận sau thuế TNDN,5.194.587.097,DBC,2022,npat,s22,
5532807109081.0,MCH_financial_statements_2022_consolidated,4,19,3,Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52) (mang sang trang sau),5.532.807.109.081,MCH,2022,npat,s23,
-233758957459.0,MML_financial_statements_2022_consolidated,9,19,3,(Lỗ)/lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52) (mang sang trang sau),(233.758.957.459),MML,2022,npat,s24,
832182633973.0,MPC_financial_statements_2022_consolidated,10,19,3,Lợi nhuận sau thuế TNDN (mang sang trang sau) (60 = 50 - 51 - 52),832.182.633.973,MPC,2022,npat,s25,
4754384000000.0,MSN_financial_statements_2022_consolidated,6,19,3,Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52) (mang sang trang sau),4.754.384,MSN,2022,npat,s26,
59063698590.0,OGC_financial_statements_2022_consolidated,7,19,4,Lợi nhuận sau thuế thu nhập doanh nghiệp,59.063.698.590,OGC,2022,npat,s27,
1286743585580.0,QNS_financial_statements_2022_consolidated,8,18,4,Lợi nhuận sau thuế TNDN,1.286.743.585.580,QNS,2022,npat,s28,
8577575319708.0,VNM_financial_statements_2022_consolidated,9,19,3,Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52) (mang sang trang sau),8.577.575.319.708,VNM,2022,npat,s29,
21108412384.0,VSF_financial_statements_2022_consolidated,9,19,4,Lợi nhuận sau thuế thu nhập doanh nghiệp (60 = 50-51-52),21.108.412.384,VSF,2022,npat,s30,
