value,doc_id,table_id,row_idx,col_idx,label,raw,ticker,year,raw_column,source_id,computed_answer
-852102006740.0,GVR_financial_statements_2020_consolidated,11,20,3,Lưu chuyển tiền thuần từ hoạt động kinh doanh,(852.102.006.740),GVR,2020,cfo,s1,5.198255749758565
3921071527811.0,GVR_financial_statements_2021_consolidated,10,19,3,Lưu chuyển tiền thuần từ hoạt động kinh doanh,3.921.071.527.811,GVR,2021,cfo,s2,
787273413997.0,DPM_financial_statements_2020_consolidated,8,17,3,Lưu chuyển tiền thuần từ hoạt động kinh doanh,787.273.413.997,DPM,2020,cfo,s3,
2516071571657.0,DPM_financial_statements_2021_consolidated,9,18,3,Lưu chuyển tiền thuần từ hoạt động kinh doanh,2.516.071.571.657,DPM,2021,cfo,s4,
1780630001870.0,DCM_financial_statements_2020_consolidated,8,19,3,Lưu chuyển tiền thuần từ hoạt động kinh doanh,1.780.630.001.870,DCM,2020,cfo,s5,
2568827826644.0,DCM_financial_statements_2021_consolidated,5,18,3,Lưu chuyển tiền thuần từ hoạt động kinh doanh,2.568.827.826.644,DCM,2021,cfo,s6,
1152796116490.0,PRT_financial_statements_2020_consolidated,8,18,3,Lưu chuyển tiền thuần từ hoạt động kinh doanh,1.152.796.116.490,PRT,2020,cfo,s7,
67825169552.0,PRT_financial_statements_2021_consolidated,8,18,3,Lưu chuyển tiền thuần từ hoạt động kinh doanh,67.825.169.552,PRT,2021,cfo,s8,
19803994640903.0,GVR_financial_statements_2019_consolidated,9,3,3,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (01 - 02),19.803.994.640.903,GVR,2019,net_revenue,s9,
21116314350816.0,GVR_financial_statements_2020_consolidated,10,3,3,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (01 - 02),21.116.314.350.816,GVR,2020,net_revenue,s10,
26189593001148.0,GVR_financial_statements_2021_consolidated,9,3,3,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (01 - 02),26.189.593.001.148,GVR,2021,net_revenue,s11,
7683541208058.0,DPM_financial_statements_2019_consolidated,5,3,4,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),7.683.541.208.058,DPM,2019,net_revenue,s12,
7761818604563.0,DPM_financial_statements_2020_consolidated,7,3,4,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),7.761.818.604.563,DPM,2020,net_revenue,s13,
12786141193352.0,DPM_financial_statements_2021_consolidated,8,3,4,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),12.786.141.193.352,DPM,2021,net_revenue,s14,
7042966930117.0,DCM_financial_statements_2019_consolidated,7,3,4,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),7.042.966.930.117,DCM,2019,net_revenue,s15,
7561275100418.0,DCM_financial_statements_2020_consolidated,7,3,4,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),7.561.275.100.418,DCM,2020,net_revenue,s16,
9869762904637.0,DCM_financial_statements_2021_consolidated,4,4,3,Doanh thu thuần về bán hàng và cung cấp dịch vụ,9.869.762.904.637,DCM,2021,net_revenue,s17,
1674015385634.0,PRT_financial_statements_2019_consolidated,6,4,3,3. Doanh thu thuần bán hàng và cung cấp dịch vụ,1.674.015.385.634,PRT,2019,net_revenue,s18,
961523454420.0,PRT_financial_statements_2020_consolidated,7,4,3,3. Doanh thu thuần bán hàng và cung cấp dịch vụ,961.523.454.420,PRT,2020,net_revenue,s19,
1488242477604.0,PRT_financial_statements_2021_consolidated,7,4,3,3. Doanh thu thuần bán hàng và cung cấp dịch vụ,1.488.242.477.604,PRT,2021,net_revenue,s20,
3833357812156.0,GVR_financial_statements_2019_consolidated,9,19,3,18. Lợi nhuận sau thuế thu nhập doanh nghiệp (50-51-52),3.833.357.812.156,GVR,2019,npat,s21,
78517039939639.0,GVR_financial_statements_2019_consolidated,6,38,3,TỔNG CỘNG TÀI SẢN,78.517.039.939.639,GVR,2019,total_assets,s22,
3751460641967.0,GVR_financial_statements_2019_consolidated,10,20,3,Lưu chuyển tiền thuần từ hoạt động kinh doanh,3.751.460.641.967,GVR,2019,cfo,s23,
5076353611250.0,GVR_financial_statements_2020_consolidated,10,19,3,18. Lợi nhuận sau thuế thu nhập doanh nghiệp (50-51-52),5.076.353.611.250,GVR,2020,npat,s24,
80278179092452.0,GVR_financial_statements_2020_consolidated,7,38,3,TỔNG CỘNG TÀI SẢN,80.278.179.092.452,GVR,2020,total_assets,s25,
5340046559082.0,GVR_financial_statements_2021_consolidated,9,19,3,18. Lợi nhuận sau thuế thu nhập doanh nghiệp (50-51-52),5.340.046.559.082,GVR,2021,npat,s26,
79014197735384.0,GVR_financial_statements_2021_consolidated,6,36,3,TỔNG CỘNG TÀI SẢN,79.014.197.735.384,GVR,2021,total_assets,s27,
388859871659.0,DPM_financial_statements_2019_consolidated,5,19,4,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),388.859.871.659,DPM,2019,npat,s28,
11440308263594.0,DPM_financial_statements_2019_consolidated,3,25,4,TỔNG CỘNG TÀI SẢN (270 = 100 + 200),11.440.308.263.594,DPM,2019,total_assets,s29,
1759007340443.0,DPM_financial_statements_2019_consolidated,6,17,3,Lưu chuyển tiền thuần từ hoạt động kinh doanh,1.759.007.340.443,DPM,2019,cfo,s30,
701619678802.0,DPM_financial_statements_2020_consolidated,7,19,4,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),701.619.678.802,DPM,2020,npat,s31,
11299941305395.0,DPM_financial_statements_2020_consolidated,5,25,4,TỔNG CỘNG TÀI SẢN (270=100+200),11.299.941.305.395,DPM,2020,total_assets,s32,
3171516300559.0,DPM_financial_statements_2021_consolidated,8,19,4,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),3.171.516.300.559,DPM,2021,npat,s33,
13917930244401.0,DPM_financial_statements_2021_consolidated,5,25,4,TỔNG CỘNG TÀI SẢN (270=100+200),13.917.930.244.401,DPM,2021,total_assets,s34,
427723729092.0,DCM_financial_statements_2019_consolidated,7,18,4,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),427.723.729.092,DCM,2019,npat,s35,
10172594752746.0,DCM_financial_statements_2019_consolidated,5,34,4,TỔNG CỘNG TÀI SẢN (270=100+200),10.172.594.752.746,DCM,2019,total_assets,s36,
1370762859964.0,DCM_financial_statements_2019_consolidated,8,19,3,Lưu chuyển tiền thuần từ hoạt động kinh doanh,1.370.762.859.964,DCM,2019,cfo,s37,
662446334271.0,DCM_financial_statements_2020_consolidated,7,18,4,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52)Trong đó:,662.446.334.271,DCM,2020,npat,s38,
8717480691611.0,DCM_financial_statements_2020_consolidated,5,34,4,TỔNG CỘNG TÀI SẢN (270=100+200),8.717.480.691.611,DCM,2020,total_assets,s39,
1826124286936.0,DCM_financial_statements_2021_consolidated,4,19,3,Lợi nhuận sau thuế TNDN,1.826.124.286.936,DCM,2021,npat,s40,
11072121334925.0,DCM_financial_statements_2021_consolidated,2,35,3,TỔNG TÀI SẢN,11.072.121.334.925,DCM,2021,total_assets,s41,
301062780380.0,PRT_financial_statements_2019_consolidated,6,20,3,18. Lợi nhuận sau thuế thu nhập doanh nghiệp,301.062.780.380,PRT,2019,npat,s42,
5672704586303.0,PRT_financial_statements_2019_consolidated,4,46,3,TỔNG CỘNG TÀI SẢN,5.672.704.586.303,PRT,2019,total_assets,s43,
-128195940927.0,PRT_financial_statements_2019_consolidated,7,18,3,Lưu chuyển tiền thuần từ hoạt động kinh doanh,(128.195.940.927),PRT,2019,cfo,s44,
430683210319.0,PRT_financial_statements_2020_consolidated,7,20,3,18. Lợi nhuận sau thuế thu nhập doanh nghiệp,430.683.210.319,PRT,2020,npat,s45,
6464585871768.0,PRT_financial_statements_2020_consolidated,5,45,3,TỔNG CỘNG TÀI SẢN,6.464.585.871.768,PRT,2020,total_assets,s46,
264308582048.0,PRT_financial_statements_2021_consolidated,7,20,3,18. Lợi nhuận sau thuế thu nhập doanh nghiệp,264.308.582.048,PRT,2021,npat,s47,
5945307836236.0,PRT_financial_statements_2021_consolidated,5,45,3,TỔNG CỘNG TÀI SẢN,5.945.307.836.236,PRT,2021,total_assets,s48,
