value,doc_id,table_id,row_idx,col_idx,label,raw,ticker,year,raw_column,source_id,computed_answer
80514710854456.0,HPG_financial_statements_2022_consolidated,2,2,3,Tài sản ngắn hạn(100 = 110 + 120 + 130 + 140 + 150),80.514.710.854.456,HPG,2022,current_assets,s1,1.7469585693461782
34491111096123.0,HPG_financial_statements_2022_consolidated,2,15,3,Hàng tồn kho,34.491.111.096.123,HPG,2022,inventory,s2,
62385392809685.0,HPG_financial_statements_2022_consolidated,4,3,3,Nợ ngắn hạn,62.385.392.809.685,HPG,2022,current_liabilities,s3,
82716439173043.0,HPG_financial_statements_2023_consolidated,1,2,3,Tài sản ngắn hạn(100 = 110 + 120 + 130 + 140 + 150),82.716.439.173.043,HPG,2023,current_assets,s4,
34504487406261.0,HPG_financial_statements_2023_consolidated,1,15,3,Hàng tồn kho,34.504.487.406.261,HPG,2023,inventory,s5,
71513492904733.0,HPG_financial_statements_2023_consolidated,3,3,3,Nợ ngắn hạn,71.513.492.904.733,HPG,2023,current_liabilities,s6,
9834993231398.0,HSG_financial_statements_2022_consolidated,2,2,3,Tài sản ngắn hạn(\( 100 = 110 + 120 + 130 + 140 + 150 \)),9.834.993.231.398,HSG,2022,current_assets,s7,
7395309339966.0,HSG_financial_statements_2022_consolidated,2,13,3,Hàng tồn kho,7.395.309.339.966,HSG,2022,inventory,s8,
6009187395647.0,HSG_financial_statements_2022_consolidated,4,3,3,Nợ ngắn hạn,6.009.187.395.647,HSG,2022,current_liabilities,s9,
11274839904924.0,HSG_financial_statements_2023_consolidated,2,2,3,Tài sản ngắn hạn\( (100 = 110 + 120 + 130 + 140 + 150) \),11.274.839.904.924,HSG,2023,current_assets,s10,
7628606120691.0,HSG_financial_statements_2023_consolidated,2,13,3,Hàng tồn kho,7.628.606.120.691,HSG,2023,inventory,s11,
6568894350227.0,HSG_financial_statements_2023_consolidated,4,3,3,Nợ ngắn hạn,6.568.894.350.227,HSG,2023,current_liabilities,s12,
12228222738.0,MSR_financial_statements_2022_consolidated,1,2,3,Tài sản ngắn hạn(\( 100 = 110 + 120 + 130 + 140 + 150 \)),12.228.222.738,MSR,2022,current_assets,s13,
6858167780.0,MSR_financial_statements_2022_consolidated,1,13,3,Hàng tồn kho,6.858.167.780,MSR,2022,inventory,s14,
17154059090.0,MSR_financial_statements_2022_consolidated,3,3,3,Nợ ngắn hạn,17.154.059.090,MSR,2022,current_liabilities,s15,
10603675497.0,MSR_financial_statements_2023_consolidated,6,2,3,Tài sản ngắn hạn(\( 100 = 110 + 120 + 130 + 140 + 150 \)),10.603.675.497,MSR,2023,current_assets,s16,
5997555598.0,MSR_financial_statements_2023_consolidated,6,13,3,Hàng tồn kho,5.997.555.598,MSR,2023,inventory,s17,
11020687246.0,MSR_financial_statements_2023_consolidated,8,3,3,Nợ ngắn hạn,11.020.687.246,MSR,2023,current_liabilities,s18,
10414909064976.0,NKG_financial_statements_2022_consolidated,8,2,3,TÀI SẢN NGÁN HẠN,10.414.909.064.976,NKG,2022,current_assets,s19,
7000417214505.0,NKG_financial_statements_2022_consolidated,8,14,3,Hàng tồn kho,7.000.417.214.505,NKG,2022,inventory,s20,
8108870806964.0,NKG_financial_statements_2022_consolidated,10,3,3,Nợ ngắn hạn,8.108.870.806.964,NKG,2022,current_liabilities,s21,
9322639041423.0,NKG_financial_statements_2023_consolidated,7,2,3,TÀI SẢN NGẮN HẠN,9.322.639.041.423,NKG,2023,current_assets,s22,
